variant,horizon_bars,trade_date,timestamp,entry_time,exit_time,stockCode,weight,probability,expected_net_return,downside_net_quantile,actual_net_return,expected_gross_return,bl_posterior,regime_exposure
new_linear,6,2026-06-17,2026-06-17T13:35:00+08:00,2026-06-17T13:40:00+08:00,2026-06-17T14:10:00+08:00,513310,0.16666666666666666,0.817891559254961,0.0007441464968497332,-0.0034150415254353104,-0.008590746141365367,,,
new_plus_hmm_features,6,2026-06-17,2026-06-17T13:35:00+08:00,2026-06-17T13:40:00+08:00,2026-06-17T14:10:00+08:00,513310,0.16666666666666666,0.7563814280455925,0.0008029104490149773,-0.003353837958078576,-0.008590746141365367,,,
new_plus_hmm_and_bl,,2026-06-17,2026-06-17T13:35:00+08:00,,,513310,0.02217460214167341,0.7563814280455925,,,-0.008590746141365367,0.002002910449014977,0.0029826384586682077,0.13304761285004046
