horizon_bars,trade_date,timestamp,entry_time,exit_time,stockCode,weight,probability,expected_net_return,downside_net_quantile,actual_net_return
3,2026-05-28,2026-05-28T13:00:00+08:00,2026-05-28T13:05:00+08:00,2026-05-28T13:20:00+08:00,513350,0.3333333333333333,0.8594782397770394,0.00019898963990224263,-0.0027798106491918363,-0.007524123559628969
3,2026-06-10,2026-06-10T13:00:00+08:00,2026-06-10T13:05:00+08:00,2026-06-10T13:20:00+08:00,513050,0.08333333333333333,0.6766827585624553,0.00019910032877806468,-0.0027796999603160143,-0.002114955791678884
3,2026-06-10,2026-06-10T13:00:00+08:00,2026-06-10T13:05:00+08:00,2026-06-10T13:20:00+08:00,513130,0.08333333333333333,0.6425616081958174,0.00017157760983682797,-0.002807222679257251,-0.0029093797642325767
3,2026-06-10,2026-06-10T13:00:00+08:00,2026-06-10T13:05:00+08:00,2026-06-10T13:20:00+08:00,513180,0.08333333333333333,0.569472948499477,0.00028095383112123565,-0.002697846457972843,-0.002880750725974511
3,2026-06-10,2026-06-10T13:00:00+08:00,2026-06-10T13:05:00+08:00,2026-06-10T13:20:00+08:00,513350,0.08333333333333333,0.5629331406718058,0.0004751034968301863,-0.002503696792263892,0.0003649250823714934
6,2026-06-17,2026-06-17T13:35:00+08:00,2026-06-17T13:40:00+08:00,2026-06-17T14:10:00+08:00,513310,0.16666666666666666,0.817891559254961,0.0007441464968497332,-0.0034150415254353104,-0.008590746141365367
