loss_threshold,trade_date,actualTailRate,predictedTailRate,conditionalBrier,staticBrier
0.0030,2026-06-11,0.036139066788655076,0.046426044577828174,0.033067529997971565,0.032949439218758966
0.0030,2026-06-12,0.027330405075646658,0.044930024279713564,0.02603910175503942,0.026111016224684393
0.0030,2026-06-15,0.014063284781516826,0.0329004855128934,0.015340089412796224,0.01683581526964732
0.0030,2026-06-16,0.019200830306175403,0.027268980949067836,0.019049622159707978,0.02062416942457219
0.0030,2026-06-17,0.01702553830746119,0.02098851489125886,0.01590277103960294,0.01830290384712008
0.0030,2026-06-18,0.026007139214686385,0.029458676494828213,0.023744675322053575,0.026104479297673393
0.0050,2026-05-21,0.008645533141210375,0.011278474400715242,0.006724392569524946,0.006719283675557284
0.0050,2026-05-22,0.004704652378463147,0.009604585724726923,0.004903337457360919,0.005515077803236891
0.0050,2026-05-25,0.0,0.003989321753617399,0.00020953477927454769,0.0012539063012122834
0.0050,2026-05-26,0.00751503006012024,0.0071469079134222286,0.007236636741192763,0.007546476357659285
0.0050,2026-05-27,0.004028197381671702,0.005290722890545161,0.003832214309494258,0.00419154715933158
0.0050,2026-05-28,0.01314459049544995,0.0065258079469526446,0.012231918169585684,0.012493790588358328
0.0050,2026-05-29,0.008234688625836336,0.009640769935755796,0.007904323383564317,0.008902904030662224
0.0050,2026-06-01,0.009547738693467337,0.012268559308603353,0.008444114638362057,0.00945069650322685
0.0050,2026-06-02,0.006435643564356435,0.01391632872728522,0.00669499666078275,0.006954457654083271
0.0050,2026-06-03,0.0053868756121449556,0.006964438836451509,0.005320502168598771,0.00631031075772274
0.0050,2026-06-04,0.005161895823557016,0.005842231591690213,0.0049340180415067105,0.00523603014133048
0.0050,2026-06-05,0.007048872180451127,0.005984889594841362,0.006731740887333193,0.007278531001656361
0.0050,2026-06-08,0.007662835249042145,0.005902164147461469,0.006800348360846153,0.007181841726577652
0.0050,2026-06-09,0.012212306247064349,0.01514004328136777,0.012633586646357144,0.012242108015816277
0.0050,2026-06-10,0.01649387370405278,0.03293892997442249,0.01767594506580779,0.015181700132212993
0.0050,2026-06-11,0.010978956999085087,0.016639541091821537,0.011803535485765463,0.011311257213334584
0.0050,2026-06-12,0.008296730112249878,0.01545346968646843,0.008402146676127988,0.008672360893689819
0.0050,2026-06-15,0.0030135610246107484,0.009313237340607313,0.003600677451692955,0.004309872806210372
0.0050,2026-06-16,0.005189413596263622,0.005865264165073428,0.005380563015543871,0.006302811833961736
0.0050,2026-06-17,0.0025037556334501754,0.004407761046494376,0.002530267364564835,0.00362819598056251
0.0050,2026-06-18,0.0071392146863844975,0.008362980481497407,0.007090484797010942,0.00809800493859825
0.0100,2026-05-21,0.0004803073967339097,0.001463189774905285,0.0004894602184715681,0.0004930842934651524
0.0100,2026-05-22,0.0005227391531625719,0.0009499365206316814,0.0005473031627521607,0.000583806917467721
0.0100,2026-05-25,0.0,0.0002423137397641598,4.4202537663459296e-07,5.8492943094801196e-05
0.0100,2026-05-26,0.0,0.00039408452655390015,2.019819619811155e-06,5.620714533565216e-05
0.0100,2026-05-27,0.0,0.00024561282188407954,4.564421578442243e-07,5.4232055761522e-05
0.0100,2026-05-28,0.0010111223458038423,0.00039408856205880646,0.0010031973553820193,0.0010284247030255174
0.0100,2026-05-29,0.001029336078229542,0.0004259210629852924,0.001029747677270207,0.0010847166777928337
0.0100,2026-06-01,0.003015075376884422,0.0012947521713773716,0.0029700819793623302,0.003017196366339176
0.0100,2026-06-02,0.0004950495049504951,0.0008527221256119601,0.0005088218816362336,0.0005550728589639444
0.0100,2026-06-03,0.0,0.00028696479159528597,1.1288535464400367e-06,5.4940972371697124e-05
0.0100,2026-06-04,0.0,0.0002805645311582298,6.028192713897423e-07,5.482063341305662e-05
0.0100,2026-06-05,0.0,0.00026045309280049587,5.282540639952188e-07,5.700534257325047e-05
0.0100,2026-06-08,0.0,0.00038424313479405964,2.245247930017965e-06,5.809739894334161e-05
0.0100,2026-06-09,0.0037576326914044154,0.0024112327485929074,0.003980252344809176,0.0037391738548195235
0.0100,2026-06-10,0.001885014137606032,0.011063903496895466,0.0037976644998975882,0.0018791321569978756
0.0100,2026-06-11,0.0009149130832570906,0.003059893452111848,0.0012930243826888802,0.0009661889764904708
0.0100,2026-06-12,0.0014641288433382138,0.003020910450832893,0.0014640000676551274,0.001466256352930489
0.0100,2026-06-15,0.0,0.0013004451903548037,7.709780492209417e-05,6.092786077619596e-05
0.0100,2026-06-16,0.0,0.00038496325825655074,2.875288098562264e-06,6.062416604758356e-05
0.0100,2026-06-17,0.000500751126690035,0.0004342015298344699,0.0004754027134586288,0.0005419752963609377
0.0100,2026-06-18,0.0005099439061703213,0.0005299128625102526,0.0005086179049480791,0.0005509751556105524
